region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
Slovakia,walking,100.0,102.64,106.86,112.4,126.02,108.33,81.93,100.87,105.31,106.9,114.22,129.07,119.17,86.21,103.51,104.72,109.13,117.4,131.52,128.93,97.41,110.68,106.01,107.9,121.28,141.41,127.89,101.67,114.12,124.69,128.57,139.86,151.25,139.13,110.51,126.22,133.59,124.98,131.81,146.91,132.93,98.54,127.29,139.5,131.45,121.57,123.41,117.47,80.57,106.76,109.65,112.74,119.48,128.21,126.12,92.87,97.45,90.46,80.59,88.23,53.74,42.43,41.43,39.54,41.99,43.83,52.32,49.75,24.62,31.72,35.84,38.65,36.25,44.0,53.45,54.49,47.23,41.94,42.6,49.26,52.99,54.2,55.42,61.54,58.15,66.32,46.74,53.04,51.92,55.7,62.13,43.67,50.89,66.83,73.05,69.96,74.08,49.02,66.76,68.38,71.97,80.59,73.88,59.2,72.26,69.33,78.14,65.37,72.47,56.53,70.83,59.8,71.7,71.96,70.46,79.62,80.69,84.52,73.81,,,72.21,78.49,71.84,74.65,81.95,89.29,88.57,101.07,93.94,101.07,62.4,67.58,78.84
Slovenia,driving,100.0,100.53,102.17,102.85,111.81,103.15,97.65,104.15,101.68,103.34,110.77,121.38,106.5,96.59,94.91,94.7,100.79,99.88,119.45,110.01,99.68,98.7,95.61,104.38,102.34,122.09,115.24,107.58,108.3,112.47,110.07,132.85,186.34,138.04,119.17,106.58,106.6,109.79,116.48,128.85,120.33,120.12,108.21,102.38,101.07,104.61,114.17,102.13,93.93,93.68,97.15,102.24,100.33,109.3,101.14,98.54,88.86,87.04,85.92,68.77,61.01,42.95,38.98,37.13,36.35,37.31,37.72,37.81,28.86,29.99,30.39,31.83,29.42,29.82,32.57,30.45,29.14,27.37,29.48,31.26,29.51,32.16,24.76,28.35,33.66,35.57,36.68,38.77,35.73,24.74,26.31,32.02,33.42,38.77,41.61,44.21,35.1,35.05,43.37,48.51,52.25,51.37,51.99,37.54,35.15,42.26,50.37,53.68,63.5,48.66,53.72,64.14,65.62,65.59,70.03,74.84,84.79,76.4,72.52,,,73.04,74.9,80.15,68.32,78.9,78.3,77.99,86.93,98.27,101.75,95.6,88.57,83.05
Slovenia,walking,100.0,101.13,108.83,109.16,123.46,93.36,79.9,104.49,106.42,114.89,119.26,131.81,110.58,72.71,98.8,96.97,120.54,115.14,119.96,117.62,95.04,123.53,106.46,125.28,126.52,131.38,119.55,89.93,116.71,129.22,122.18,170.56,362.5,193.21,115.65,129.77,127.33,127.69,125.9,143.45,130.5,107.11,139.37,137.61,103.76,120.36,139.51,117.95,76.91,106.71,104.74,119.04,119.45,131.92,123.46,95.0,102.59,94.02,104.34,82.63,53.41,45.35,53.41,51.44,48.85,50.13,51.55,46.15,35.13,31.23,29.95,33.97,29.3,29.95,34.99,37.32,31.48,28.86,32.65,36.08,42.14,42.36,39.33,50.71,48.3,50.35,53.96,52.68,51.73,42.28,60.93,58.01,34.8,54.21,59.47,61.44,65.16,57.53,53.59,56.26,69.65,67.79,66.44,55.93,55.02,66.14,62.86,51.62,72.27,62.17,62.31,91.5,78.62,75.23,84.06,89.89,91.03,88.0,82.63,,,75.34,83.07,75.3,69.72,74.68,84.57,77.16,97.34,95.48,106.13,90.37,83.62,98.03
South Africa,driving,100.0,103.33,102.27,101.82,106.8,89.31,84.96,101.47,105.95,104.83,109.54,120.31,106.57,94.5,107.1,109.67,113.23,117.6,136.04,115.99,106.83,114.67,114.47,114.24,118.54,129.46,104.16,99.9,108.61,113.22,114.45,118.92,139.69,110.5,99.72,106.35,108.74,112.9,113.82,129.7,101.39,92.75,103.24,108.55,113.39,119.81,150.31,122.95,104.57,105.13,108.79,110.74,115.87,135.35,116.99,95.31,99.33,105.24,106.1,104.77,125.37,105.36,82.58,80.35,80.59,78.03,77.22,84.49,65.56,51.97,59.26,66.18,75.8,64.77,11.08,9.82,10.91,14.12,15.45,15.95,16.43,17.28,13.46,13.16,17.04,17.49,17.91,18.73,15.98,16.12,13.3,15.87,19.67,21.39,21.44,21.79,17.87,16.33,21.37,20.85,22.04,22.8,24.78,20.96,17.31,19.86,25.15,27.75,31.81,37.95,35.85,34.08,43.76,45.88,47.42,45.77,45.17,35.99,31.25,,,42.76,43.7,48.04,38.73,32.53,43.23,44.96,46.92,47.39,52.56,42.95,36.1,46.56
South Africa,walking,100.0,103.14,101.11,99.47,99.37,84.44,72.98,96.72,104.0,104.22,109.55,118.63,108.02,91.74,113.52,119.46,116.29,114.71,135.03,124.96,113.31,135.56,127.67,123.13,126.37,136.18,111.29,94.03,111.48,111.66,118.01,119.67,141.6,115.82,91.94,107.37,108.75,108.48,110.02,123.2,106.95,82.9,101.45,103.18,109.1,113.27,131.37,127.51,90.69,102.51,103.37,106.7,113.13,124.67,116.86,81.2,96.18,96.21,93.05,95.97,111.59,101.52,71.64,77.88,78.52,73.42,72.32,74.19,58.65,43.92,52.11,55.39,60.8,54.67,13.82,14.3,14.38,15.77,17.11,18.7,20.41,19.08,15.69,15.5,18.19,19.34,20.52,21.26,19.45,20.05,16.42,18.05,21.41,24.9,21.67,23.58,20.27,17.78,23.15,24.97,24.09,25.86,27.5,24.57,19.56,22.18,27.36,34.32,39.01,43.71,40.06,36.06,47.07,49.92,54.65,53.62,53.65,43.66,38.59,,,46.54,49.95,55.02,46.69,37.86,48.95,51.54,52.63,51.69,58.95,51.14,47.95,53.9
Spain,driving,100.0,101.06,103.08,107.43,124.86,123.89,101.5,101.95,102.93,106.88,112.59,127.44,127.66,111.82,105.04,106.33,107.78,112.33,132.37,135.93,120.04,107.89,109.43,110.11,114.99,136.32,139.46,119.97,109.85,111.59,114.33,122.29,150.55,151.96,130.41,114.74,118.75,121.59,126.22,150.25,150.06,131.06,122.17,118.88,119.43,131.03,149.81,145.53,124.66,111.16,110.44,113.99,120.11,140.06,142.84,118.78,102.18,98.95,94.52,80.37,71.42,40.29,23.67,22.6,20.05,18.95,16.94,17.59,12.09,10.93,16.88,16.58,16.26,16.55,16.61,11.9,11.5,15.04,15.06,15.23,15.37,15.54,11.85,11.31,16.55,17.53,17.96,14.04,12.48,13.55,12.69,18.16,20.75,20.82,21.06,20.86,15.25,14.62,21.45,21.85,23.46,25.06,24.36,20.08,20.09,26.01,26.92,27.82,31.67,25.78,30.54,30.64,34.78,35.83,36.04,35.82,35.56,26.86,26.31,,,41.33,39.63,39.38,33.37,33.21,47.87,49.58,50.01,50.92,53.76,46.09,43.45,60.9
Spain,transit,100.0,98.32,101.88,106.29,120.34,112.86,94.58,103.87,102.0,106.9,113.27,122.48,117.48,100.02,103.94,106.38,107.91,111.9,126.45,123.1,103.18,107.08,106.72,110.11,114.79,130.29,120.69,100.58,105.11,105.33,109.87,116.83,135.77,126.58,116.03,129.21,137.13,136.61,143.03,157.63,153.86,129.1,130.22,125.4,131.87,144.73,160.26,148.3,133.9,129.45,128.39,134.24,141.99,160.56,155.51,128.11,117.27,105.2,96.82,68.61,47.29,25.78,16.11,12.85,10.69,10.04,9.26,9.06,7.76,8.05,8.69,8.69,8.23,8.29,8.01,7.16,7.79,8.15,8.36,7.89,8.17,7.33,7.04,7.58,8.47,8.72,8.75,8.11,7.61,7.73,8.25,9.76,9.41,9.57,9.44,9.32,8.3,9.0,10.26,9.54,10.26,10.37,10.1,9.84,11.18,11.52,11.89,12.7,13.33,13.56,14.31,15.4,17.81,18.08,18.29,17.49,17.8,15.51,16.23,,,18.83,17.6,16.95,16.16,18.26,22.16,22.5,22.06,22.38,22.56,20.24,23.64,31.97
Spain,walking,100.0,98.35,100.8,107.91,134.63,143.26,94.59,91.8,88.99,100.26,112.84,135.73,150.12,108.39,105.71,108.1,109.17,114.23,144.92,167.1,116.06,113.25,114.17,113.67,120.27,147.92,166.35,112.38,113.58,113.22,118.13,131.71,172.16,192.6,133.31,125.89,129.57,131.74,138.1,165.75,191.28,134.83,130.32,121.11,123.93,136.99,170.82,183.15,125.56,112.98,114.03,120.37,130.01,157.84,178.42,123.06,108.59,104.81,100.74,82.83,66.09,34.15,14.33,11.45,10.66,10.12,9.07,9.82,7.17,5.82,8.91,8.83,8.75,8.72,8.95,7.04,6.27,8.51,8.67,8.67,8.99,9.52,7.42,6.3,9.58,10.2,10.85,8.21,6.99,8.26,6.67,9.63,11.28,11.11,11.54,11.98,9.64,7.83,11.81,11.76,13.93,17.73,16.94,19.26,19.5,18.56,18.77,18.22,30.01,32.0,41.36,35.69,33.49,33.7,33.48,31.76,33.26,27.12,22.49,,,31.23,27.92,30.3,27.46,26.01,36.39,36.83,36.62,36.57,38.19,32.62,26.92,41.3
Sweden,driving,100.0,100.72,103.7,107.45,111.72,119.02,118.63,103.59,105.71,108.07,108.98,120.11,129.88,120.86,105.32,106.1,108.5,110.73,119.31,128.96,124.8,105.05,106.17,110.49,111.58,121.04,131.85,127.06,106.17,109.44,112.45,115.86,127.85,139.42,131.24,108.78,110.86,116.62,119.94,127.9,140.44,135.95,109.91,113.16,114.81,119.45,124.7,134.96,131.01,106.66,107.93,110.3,113.25,120.88,128.48,124.21,103.79,103.06,101.18,92.71,94.36,95.97,92.1,79.3,77.96,78.77,83.49,84.37,89.08,87.35,76.7,78.65,84.11,87.32,90.68,91.84,88.57,80.65,83.41,84.88,84.57,87.5,86.9,90.01,95.39,96.31,102.94,104.48,90.58,79.24,84.58,94.74,91.83,93.95,94.94,100.77,99.89,99.7,94.34,98.03,101.1,101.83,105.29,105.8,103.91,96.6,98.55,102.37,109.08,96.52,107.87,111.54,101.0,101.1,104.04,107.5,116.2,117.98,108.7,,,108.47,111.99,117.13,116.38,115.54,111.03,115.82,133.81,138.02,136.9,122.11,129.53,122.38
Sweden,transit,100.0,98.91,100.67,102.31,102.76,110.37,111.8,107.03,104.25,106.43,104.09,113.28,121.42,112.38,107.42,107.58,104.87,103.88,109.59,115.41,114.12,108.11,108.69,110.05,109.82,120.22,121.26,112.38,108.16,108.44,107.11,106.42,112.57,118.27,112.72,109.38,111.73,111.12,108.83,112.67,114.66,109.64,103.29,103.16,104.21,104.68,106.51,110.13,102.42,101.12,99.71,98.62,101.0,108.83,112.09,102.58,97.69,93.21,86.39,76.67,74.84,71.74,68.12,61.39,56.91,55.25,55.6,56.92,59.23,55.55,53.38,53.34,53.46,53.25,54.25,55.07,57.56,53.14,53.02,54.34,51.15,51.85,53.24,55.66,59.93,60.7,58.55,59.83,55.36,48.85,53.02,58.53,60.46,60.02,58.48,59.88,62.0,63.09,61.4,61.01,62.24,61.12,60.62,65.35,63.54,62.87,60.98,61.58,63.87,62.07,63.88,69.58,64.46,64.57,65.79,67.5,70.9,72.64,68.59,,,64.84,66.52,66.42,69.57,68.54,69.06,66.63,74.22,76.41,75.89,67.5,71.86,74.11
Sweden,walking,100.0,100.6,109.04,107.33,121.86,123.88,104.39,111.64,115.29,115.5,110.32,134.48,146.44,97.47,105.08,107.55,112.9,112.2,129.59,139.5,102.43,107.74,108.88,116.1,114.32,126.58,132.69,86.77,100.79,109.4,109.93,113.56,138.59,133.07,85.68,103.01,109.35,116.71,110.84,129.4,117.79,93.14,102.01,103.6,106.05,107.1,123.34,125.17,87.04,102.28,103.52,103.18,107.31,130.14,135.61,91.56,101.54,100.22,97.13,77.25,85.86,89.72,60.48,67.77,63.3,61.53,70.13,69.54,74.99,64.46,62.42,65.43,70.06,72.9,79.15,76.63,64.29,61.77,68.61,70.51,62.42,68.73,74.44,70.93,83.89,77.63,82.36,78.78,70.35,61.91,56.47,62.45,71.63,79.32,77.12,82.08,84.62,78.39,81.22,88.22,89.06,88.55,85.18,85.7,78.72,72.55,73.6,76.49,87.73,65.43,84.16,78.66,76.43,83.4,86.79,88.61,95.95,98.35,72.97,,,79.78,82.02,89.15,87.21,75.88,84.71,86.74,94.37,96.3,104.92,79.46,80.85,94.37
Switzerland,driving,100.0,102.35,108.16,106.47,119.06,112.18,107.38,103.55,105.97,109.5,107.2,120.2,118.59,108.43,100.31,102.79,108.48,110.11,122.29,115.4,102.66,101.26,102.5,108.49,108.21,124.6,125.47,112.56,103.05,104.92,108.31,110.1,129.38,137.92,112.08,108.35,107.76,108.75,111.07,127.62,136.17,108.61,106.53,106.25,107.91,106.6,114.6,114.48,101.36,96.21,98.2,102.72,102.4,111.37,108.9,106.95,95.1,95.25,97.44,86.01,84.32,74.03,70.65,67.59,59.59,57.32,55.1,51.83,40.3,38.61,48.87,50.18,50.97,51.57,55.34,52.01,42.65,50.7,56.12,56.89,58.03,59.52,54.62,56.98,60.38,64.19,66.9,64.73,58.77,59.63,51.83,62.12,66.63,70.18,71.22,72.89,67.98,66.18,68.48,70.2,74.07,75.19,76.14,69.71,69.02,75.27,73.68,75.68,73.85,71.82,66.34,75.09,79.94,79.12,84.15,87.03,90.98,84.89,81.0,,,91.13,89.2,94.85,92.88,97.96,101.07,104.05,116.32,126.79,113.01,92.58,106.42,107.02
Switzerland,transit,100.0,102.26,106.79,100.41,105.77,102.94,98.62,103.98,105.3,109.24,104.2,105.31,103.38,94.37,100.71,101.82,106.52,102.47,106.68,101.75,98.59,102.59,106.37,108.07,104.77,106.86,103.3,96.86,103.62,104.72,105.8,104.18,105.83,103.01,101.62,113.43,113.32,111.45,107.04,111.03,109.41,97.7,106.3,105.79,108.14,108.12,104.49,98.68,90.97,96.6,96.76,99.5,97.85,100.1,95.23,87.16,90.4,88.38,84.67,73.36,63.2,56.69,47.61,41.84,33.84,32.12,29.17,26.17,22.24,22.54,24.29,24.12,24.08,23.91,24.44,25.05,22.39,23.59,26.86,26.63,26.33,27.05,25.8,27.86,27.57,28.91,30.46,28.46,29.91,29.12,28.31,31.32,32.24,34.04,33.46,35.43,33.75,35.2,34.66,34.56,37.65,36.13,36.07,34.43,37.92,40.88,38.42,40.82,38.82,37.35,35.63,41.94,46.51,44.18,45.66,47.04,48.28,45.16,44.98,,,51.33,48.93,49.6,50.22,53.13,58.28,57.63,60.93,61.79,60.36,51.53,56.51,63.3
Switzerland,walking,100.0,107.83,116.33,115.19,121.72,123.94,85.59,105.55,115.59,119.13,112.6,120.96,127.16,82.82,101.24,100.81,109.78,112.0,128.14,128.94,80.23,100.05,102.63,110.77,110.69,127.55,131.54,90.65,97.11,103.63,109.24,109.24,128.9,136.98,95.29,105.7,114.05,112.0,119.18,129.7,142.04,92.9,114.85,108.11,107.05,107.66,124.55,119.52,89.31,89.8,100.73,104.97,95.92,111.56,123.3,87.32,90.24,89.77,101.0,90.0,88.42,79.34,70.87,65.25,55.6,57.14,54.05,49.97,41.14,34.36,43.81,45.97,45.61,45.53,53.59,57.67,33.78,41.09,51.1,53.27,54.62,60.12,61.01,62.48,59.32,63.28,67.22,66.23,68.0,68.16,60.67,64.43,59.93,67.13,68.44,72.89,71.94,67.65,61.7,63.66,69.95,70.87,75.27,72.22,65.37,69.1,58.86,65.03,59.72,59.78,55.61,70.25,74.23,64.94,76.04,83.02,85.82,85.63,68.26,,,73.34,77.18,83.22,91.23,86.25,91.26,95.24,99.94,114.5,118.13,81.6,89.34,95.51
Taiwan,driving,100.0,106.97,113.81,118.64,136.4,135.78,120.37,121.19,123.02,124.95,101.34,122.06,141.94,166.3,173.54,143.52,117.52,113.53,123.3,126.65,114.15,102.95,104.08,107.82,109.21,123.96,132.0,120.3,109.74,111.48,113.56,114.57,133.29,135.71,109.23,105.89,109.03,111.44,114.37,136.57,137.99,122.26,99.29,90.66,102.39,150.75,162.67,156.81,118.04,97.22,97.47,95.85,102.3,132.44,142.1,113.94,97.36,100.62,101.12,100.7,120.24,136.85,113.09,98.54,94.7,89.88,93.2,124.83,128.51,105.1,91.47,91.74,92.18,95.48,109.76,116.77,101.59,89.92,94.79,118.3,124.58,115.7,116.05,93.62,82.97,86.1,84.81,82.44,101.71,93.5,84.59,78.67,79.4,80.85,86.4,111.72,111.85,89.51,78.02,74.71,75.42,76.23,96.47,98.3,85.1,78.86,82.17,85.96,108.03,122.88,119.22,96.5,83.81,85.23,85.46,91.04,116.29,113.44,96.03,,,87.89,94.38,122.17,118.95,98.45,80.94,81.29,83.91,80.76,102.25,115.56,101.41,86.45
Taiwan,transit,100.0,107.64,119.93,124.1,135.24,130.25,120.85,119.26,113.83,101.2,76.72,79.13,85.78,94.16,100.05,93.07,97.97,102.51,103.51,100.96,104.38,98.81,101.76,104.46,104.57,109.45,100.2,104.21,102.07,104.9,107.92,109.11,106.55,105.55,95.1,99.95,104.57,101.05,102.3,110.32,100.03,98.5,84.49,76.64,83.57,104.0,102.34,95.89,79.84,75.0,74.34,74.13,77.63,104.58,101.24,79.21,69.69,74.16,70.51,75.81,94.7,96.71,74.6,66.51,64.4,59.86,62.26,84.3,78.51,63.32,57.97,58.1,58.05,60.13,70.19,68.55,59.83,55.2,58.1,68.93,66.68,59.67,58.4,56.26,52.82,53.1,52.5,51.98,65.84,55.66,48.48,46.82,50.3,50.39,56.58,73.77,66.03,52.53,47.52,46.98,48.34,48.84,64.15,58.8,50.85,50.26,51.77,54.48,62.26,75.92,67.81,59.11,54.13,55.41,55.71,59.79,77.0,65.93,57.63,,,58.82,66.44,83.79,72.99,60.45,53.53,55.6,56.76,58.83,75.84,75.04,64.51,60.08
Taiwan,walking,100.0,107.89,118.61,119.74,136.24,138.79,121.14,123.47,120.93,115.06,87.37,84.66,97.08,112.24,124.33,108.2,105.23,110.54,115.08,115.88,107.37,100.38,105.02,112.64,114.99,122.11,123.25,114.43,109.3,113.43,115.6,116.86,128.73,126.31,99.66,104.17,108.98,110.79,111.2,124.68,122.71,108.79,92.1,85.5,92.59,124.14,139.47,126.93,93.01,85.43,85.03,84.92,94.73,130.09,134.43,100.58,85.46,94.2,93.59,96.16,121.92,136.7,103.88,91.48,89.54,83.85,86.68,120.3,120.69,92.74,84.03,84.57,85.75,87.8,103.7,110.03,90.55,80.3,84.86,103.8,113.22,100.51,97.31,82.72,75.0,79.77,78.15,76.98,97.62,88.81,74.38,68.74,71.72,72.99,77.13,104.38,102.05,76.92,69.61,66.9,67.3,67.45,92.28,92.77,73.48,70.49,71.86,75.29,89.92,108.68,103.93,80.5,73.44,75.52,75.73,82.66,106.01,99.1,76.09,,,78.75,86.85,113.17,108.41,82.4,67.96,69.95,73.92,70.1,95.31,109.26,88.85,75.94
Thailand,driving,100.0,100.25,106.9,106.81,141.87,143.83,118.67,100.95,97.65,98.01,103.47,146.05,146.28,119.0,98.11,97.32,96.72,100.38,133.01,133.95,111.02,93.53,93.49,97.06,105.41,168.52,150.0,127.41,107.4,93.27,93.96,101.64,143.78,132.17,106.38,90.95,89.7,91.05,97.43,130.94,132.85,103.78,89.83,89.39,88.22,90.91,127.98,121.03,98.25,86.08,84.61,87.86,97.04,125.92,117.51,96.72,82.55,81.97,81.09,80.51,103.99,98.2,79.89,69.42,68.51,67.41,67.51,76.95,70.01,57.61,50.96,51.8,47.93,39.22,40.34,38.0,38.91,39.1,39.95,38.74,39.21,39.47,37.32,35.85,36.68,36.23,36.81,37.29,39.11,36.79,35.36,35.08,35.84,36.73,37.6,39.82,39.49,39.47,39.48,40.52,40.33,41.43,45.73,43.67,42.89,42.45,44.17,47.49,58.8,58.41,55.41,51.97,52.72,56.36,54.6,55.48,62.8,64.82,57.61,,,58.22,60.66,71.65,72.71,65.09,60.48,61.82,63.46,66.28,80.03,81.28,71.83,67.59
Thailand,walking,100.0,100.01,107.0,107.51,124.83,128.79,113.07,106.0,102.35,105.0,105.35,124.57,129.1,108.86,101.22,99.47,96.3,96.04,110.42,113.03,92.75,87.8,86.38,87.63,93.32,114.17,115.06,101.57,87.08,83.93,83.1,88.75,109.71,106.33,87.59,81.69,80.36,81.89,85.02,100.43,101.57,84.46,79.06,77.06,74.6,76.91,92.37,90.82,77.0,72.83,72.51,71.74,75.31,88.52,85.64,72.36,67.72,64.95,62.91,61.64,67.46,63.64,52.86,48.11,46.84,43.73,42.29,43.3,38.22,31.51,28.22,27.43,25.58,22.88,23.22,21.91,22.17,22.88,22.73,22.39,22.57,22.32,21.9,20.76,21.92,22.15,21.85,22.26,25.96,22.47,21.38,21.36,23.09,21.91,23.03,22.91,23.12,23.18,22.43,23.6,24.03,24.49,27.48,24.61,24.51,25.03,24.51,25.6,28.5,29.76,30.05,28.59,28.45,30.58,29.78,30.96,32.85,33.92,31.19,,,32.68,33.81,38.5,40.59,36.72,35.1,35.11,35.7,37.83,43.3,45.51,39.32,38.22
Turkey,driving,100.0,103.22,106.28,109.51,139.77,144.21,126.23,113.38,115.78,121.64,121.24,137.22,147.12,139.6,117.38,120.16,125.39,122.1,133.87,142.13,139.13,102.1,106.42,112.39,106.91,118.36,117.66,113.05,101.9,103.9,105.73,111.09,132.79,134.93,127.12,106.28,108.41,109.91,120.13,128.97,140.83,130.08,104.83,108.22,110.9,108.88,118.39,128.76,130.15,104.12,108.92,109.93,114.39,131.88,155.73,144.8,108.78,108.6,106.5,108.97,125.45,126.89,104.01,84.62,74.75,65.02,57.37,58.37,52.37,46.65,47.92,45.92,46.35,46.97,49.46,45.67,39.56,48.6,47.48,45.59,42.85,47.09,33.08,29.09,36.48,35.2,37.06,37.57,38.86,15.04,19.54,43.99,41.94,40.95,45.06,44.15,15.68,22.23,50.03,51.86,50.48,18.02,15.92,15.36,23.55,52.39,50.66,51.62,50.73,19.47,18.88,25.88,57.34,56.59,57.62,57.42,57.24,25.06,34.48,,,67.52,70.64,76.35,31.92,31.67,34.17,44.29,89.44,85.12,79.92,22.99,22.0,25.82
Turkey,walking,100.0,100.97,104.45,105.61,133.4,141.4,100.15,98.86,105.99,116.43,109.98,122.95,137.8,113.11,116.57,115.92,119.46,110.74,126.5,136.48,115.89,102.28,106.53,97.02,93.83,110.49,113.95,98.59,102.85,104.58,107.21,116.8,140.46,143.77,117.01,111.37,113.16,113.32,107.45,126.14,153.57,127.44,109.87,113.45,115.04,105.49,120.33,131.5,124.52,110.83,114.36,113.61,110.01,138.62,181.98,140.56,110.32,101.46,108.5,106.58,108.1,108.73,71.23,66.55,54.64,45.19,40.21,40.3,34.76,28.11,34.07,31.73,31.79,32.46,31.78,26.33,22.13,31.91,30.05,30.81,28.95,31.58,26.13,21.94,30.15,29.97,30.21,31.35,32.49,14.58,15.69,36.97,34.1,32.68,36.88,35.99,14.23,17.34,40.61,40.36,39.94,16.86,15.66,14.57,18.11,43.35,40.66,39.82,39.93,17.66,17.36,19.46,44.23,45.86,45.9,46.95,46.81,22.58,29.3,,,53.36,54.61,59.46,25.72,24.19,28.5,32.63,66.59,59.75,59.18,21.11,17.22,20.13
Ukraine,driving,100.0,104.63,110.48,106.39,111.8,95.55,94.31,102.26,107.91,108.29,106.03,110.47,98.07,95.04,103.26,106.53,105.46,102.67,114.02,95.95,96.06,103.67,111.17,102.51,101.51,108.61,98.27,96.45,104.5,111.6,114.06,115.46,130.95,108.1,105.35,108.7,113.54,116.4,114.54,121.01,106.91,103.98,107.55,112.16,113.88,114.67,123.43,104.01,97.97,107.47,113.7,112.97,118.39,130.33,108.19,94.1,107.63,111.75,117.72,112.55,110.81,86.44,81.77,91.14,92.99,82.7,78.13,77.21,60.22,55.34,63.26,63.45,64.72,68.26,71.84,59.49,61.03,59.44,59.29,59.66,60.86,62.71,54.31,59.03,58.51,64.05,61.8,64.3,64.78,54.75,57.59,64.68,65.56,66.23,68.98,70.43,52.23,47.29,61.87,68.21,71.41,76.66,77.47,65.65,68.41,75.48,82.54,86.13,92.47,79.3,73.36,81.53,84.83,87.74,88.8,87.5,97.32,82.41,87.37,,,118.86,107.25,114.1,96.11,98.6,110.88,116.14,115.67,124.71,127.64,102.77,111.77,118.66
Ukraine,walking,100.0,100.93,107.14,99.31,104.36,90.34,82.38,100.13,105.22,98.49,101.26,110.18,103.79,89.19,103.64,104.42,97.56,101.68,104.36,103.08,89.55,102.65,102.65,96.44,99.15,98.72,96.17,89.52,104.29,109.65,110.52,116.99,133.1,115.13,100.66,112.72,117.5,119.22,117.24,118.93,119.0,89.97,100.16,112.76,110.48,109.24,120.46,111.58,93.4,100.66,117.61,115.22,119.64,123.35,116.4,102.37,93.22,114.1,105.51,117.29,106.53,78.91,65.03,80.62,75.4,67.77,66.52,63.78,48.24,39.99,45.87,47.01,50.16,52.58,53.66,51.41,50.97,44.44,43.23,43.38,47.8,49.07,43.62,45.55,46.95,49.64,50.22,51.23,49.21,43.49,43.96,50.87,47.76,45.88,47.12,49.07,38.97,35.34,42.41,49.23,53.77,56.18,58.27,48.15,45.76,56.84,59.83,63.34,59.13,58.6,52.03,55.73,59.52,63.49,58.38,58.13,65.76,61.43,67.13,,,84.28,73.86,80.99,79.6,73.79,82.53,84.49,86.57,87.97,89.62,79.48,78.77,83.67
United Arab Emirates,driving,100.0,102.23,99.74,110.59,116.91,106.6,97.66,98.69,97.72,101.27,112.92,116.76,111.29,102.84,101.32,103.87,99.71,112.27,115.3,108.99,100.02,101.2,98.98,104.9,117.21,123.8,108.76,101.18,101.68,103.02,105.41,118.86,122.43,114.35,107.47,107.09,107.74,110.16,124.39,122.5,109.61,102.9,101.68,99.74,103.81,109.68,110.64,100.67,94.02,90.96,89.6,91.01,103.03,104.73,98.91,92.04,90.3,91.39,87.64,85.43,82.88,71.44,71.41,66.4,63.25,58.5,58.9,56.01,55.18,48.19,42.8,46.04,46.16,40.04,32.91,35.17,38.59,40.23,40.25,41.04,39.5,37.06,40.23,37.86,37.87,37.59,39.17,37.21,39.73,42.36,44.16,42.93,42.46,40.74,41.26,39.71,44.19,42.94,44.13,44.64,45.82,42.94,40.26,45.32,47.06,46.52,46.53,49.03,48.12,51.85,52.22,50.56,52.33,52.07,50.4,48.61,50.4,53.05,52.94,,,53.61,53.92,55.95,59.17,57.99,57.77,57.1,56.58,57.56,57.37,59.13,56.64,62.06
